date,tavg,tmin,tmax,prcp,snow,wdir,wspd,wpgt,pres,tsun
25-06-2024,36.8,30.4,43,0,,155,9.5,,996.1,
26-06-2024,36.8,32.8,42.3,0,,157,12.7,,996.7,
27-06-2024,31.4,27.6,35.6,0.5,,120,14.7,,1000.4,
28-06-2024,35.2,29.4,39,0,,131,10.8,,998.8,
29-06-2024,34.3,30.1,39,0,,129,7.8,,996.8,
30-06-2024,30.2,24,39.7,39.9,,131,10.4,,996.2,
01-07-2024,32.2,25.4,36.3,7.1,,116,9.5,,994,
02-07-2024,34.9,28,39.4,0.5,,137,9.6,,992.4,
03-07-2024,33.3,30,39.4,0,,125,16.7,,994.5,
04-07-2024,30.6,25.6,38.2,5.1,,107,13.8,,998.9,
05-07-2024,30.8,24,35.2,0,,129,8.8,,995.8,
06-07-2024,27.4,21.9,35.2,23.1,,79,9.5,,995.5,
07-07-2024,30.4,27.4,33,0,,108,7.6,,998.6,
08-07-2024,33.2,28.4,37.3,0.9,,133,5.3,,1001.1,
09-07-2024,33.7,27.4,38,0,,190,6.2,,1002.1,
10-07-2024,30.9,24,38,0,,130,6.6,,1001.7,
11-07-2024,33.7,27.6,38.1,1.5,,290,4.5,,997.8,
12-07-2024,26.3,23,38.1,4.1,,112,11.4,,996.3,
13-07-2024,31,25,35,0,,229,5.5,,997.7,
14-07-2024,32.5,28.2,36.2,0,,233,4.6,,997.3,
15-07-2024,33.4,29.2,37.7,0,,103,4.7,,999.5,
16-07-2024,34.3,30.8,38.7,0,,169,5.1,,1000.3,
17-07-2024,34.3,30.8,38.7,1.2,,187,6.9,,999.7,
18-07-2024,31.3,27.5,38.3,6,,49,11.7,,998.9,
19-07-2024,34.2,29.4,38.2,0,,38,6.1,,997.3,
20-07-2024,34.5,31,38.6,0.8,,134,7,,997.9,
21-07-2024,33.3,28.2,38.6,5.7,,93,8.5,,997.8,
22-07-2024,32.4,26.4,38.8,1.9,,86,9.2,,998.1,
23-07-2024,30.7,24.9,36.6,10.9,,50,11.5,,997.6,
24-07-2024,33.4,26.4,37.8,0,,37,5.5,,993.6,
25-07-2024,33.9,30.8,37.8,6.9,,131,8.6,,992.8,
26-07-2024,33.3,25.8,37.2,26.9,,95,7.2,,994.3,
27-07-2024,31.8,27,36.8,0.8,,95,8.4,,996.6,
28-07-2024,32.6,31,35.8,14.2,,69,8.1,,997.7,
29-07-2024,31.7,28.4,37.2,0,,81,7.9,,998,
30-07-2024,33.3,29.8,38.1,1,,82,6.8,,999.2,
31-07-2024,33.4,30.6,38.1,0,,196,5.6,,997.5,
01-08-2024,28.3,25.8,37.2,89.9,,74,11.6,,998.8,
02-08-2024,31.6,27.6,35.7,10.9,,87,6,,997.8,
03-08-2024,31.2,28,35.7,0,,79,12.1,,999.4,
04-08-2024,30.5,28.6,35,6.8,,71,9.2,,1001.5,
05-08-2024,32,28,36.1,0,,111,7.1,,1001.1,
06-08-2024,31.9,29.4,36.1,0,,100,6.7,,999,
07-08-2024,30.7,29.8,35.4,4.2,,116,8.5,,999.6,
08-08-2024,31.1,25.5,34.4,1.2,,94,8.6,,1002.1,
09-08-2024,30.9,26.5,34.6,10.9,,78,7.8,,1002.8,
10-08-2024,31.4,29.6,34.4,5.6,,110,7.3,,1001.4,
11-08-2024,27.1,23.6,34.9,57.9,,95,9.6,,1000.7,
12-08-2024,29.7,26,33,9.6,,96,6,,1003,
13-08-2024,31.6,28.4,35,6.1,,129,6,,1003.4,
14-08-2024,32.4,28.7,36.6,0,,145,5.9,,1003.2,
15-08-2024,29.8,28.8,36.6,5.9,,86,10,,1002.6,
16-08-2024,31.4,27.6,35,20.5,,70,6.6,,1001.8,
17-08-2024,28.7,26.4,35.9,15,,57,8.6,,1004.4,
18-08-2024,29.6,27,35,39.1,,269,6.1,,1004.2,
19-08-2024,29.4,27.8,35,0,,202,5.4,,1003.3,
20-08-2024,30.2,27,33.4,6.2,,116,7.6,,1003.2,
21-08-2024,29.7,23.2,34.3,17,,356,6.4,,1004.7,
22-08-2024,31,27.8,34.6,0.3,,287,4.3,,1003.3,
23-08-2024,31.7,28,37,0.3,,176,5.4,,1003.7,
24-08-2024,31,26.6,35.6,1.1,,116,6.2,,1004.1,
25-08-2024,31.6,27.5,35.8,0,,104,4.3,,1002.1,
26-08-2024,30.7,27.9,36.6,5.7,,70,7.8,,1002,
27-08-2024,28,25.8,36.6,1.8,,52,12.1,,1004.6,
28-08-2024,28.7,25.4,32.8,,,,8.2,,,
29-08-2024,25.6,23.2,32.4,3,,89,15,,,
30-08-2024,29.7,23,35.2,20.1,,78,7,,,
31-08-2024,30.3,25.9,35.2,0,,,8.3,,,
01-09-2024,31.4,27,35.3,,,,4.7,,,
02-09-2024,30.2,28.8,35.3,,,,6.8,,,
03-09-2024,27.4,24,34.8,21.1,,,7.9,,,
04-09-2024,29.6,25,34.3,2,,301,5.4,,1003.6,
05-09-2024,30.6,26.8,34.9,0,,231,4.1,,1001.4,
06-09-2024,30,26,34.9,8.5,,90,5.9,,1003.3,
07-09-2024,29.6,25.4,34.5,0.8,,53,7.2,,1004.9,
08-09-2024,30.5,25.9,34.5,0,,329,4.6,,1004.6,
09-09-2024,31,24.6,36,0.3,,279,5.4,,1002,
10-09-2024,29.6,26.8,35.1,12.9,,57,5.9,,1001.9,
11-09-2024,29.4,24.4,34.1,0.1,,17,6,,1002,
12-09-2024,29.6,25,36.1,0,,252,7,,999.9,
13-09-2024,28.6,25,36.1,0,,160,7.5,,1000.1,
14-09-2024,28.6,24,33.8,0,,118,8,,1002,
15-09-2024,28.9,23.9,33.4,0,,320,5.7,,1003,
16-09-2024,30.2,24.7,34.3,0,,261,5,,1004.6,
17-09-2024,30.2,25.3,34.8,0,,264,6.3,,1005.7,
18-09-2024,30.3,25.4,34.8,0,,73,6.6,,1005.7,
19-09-2024,26.3,24.4,35,1.2,,169,6.3,,1006.3,
20-09-2024,28.5,21.9,34,0,,235,4.4,,1005.5,
21-09-2024,30.3,25,34.6,0,,247,5.2,,1006.4,
22-09-2024,30,25.6,34.6,0,,265,5.6,,1005.8,
23-09-2024,30.8,26.8,36,0,,298,6.3,,1005.6,
24-09-2024,31.3,26.7,36,0,,280,4.6,,1003.9,
25-09-2024,30.7,26.6,36.8,0,,128,4.5,,1004.1,
26-09-2024,28.7,27,35.4,2.9,,125,8.6,,1004.1,
27-09-2024,25.4,23.8,32.1,0,,60,8.9,,1004.6,
28-09-2024,25.4,23,30.8,11.4,,54,8,,1006.6,
29-09-2024,28.3,22.6,32.4,0,,20,5.9,,1009.2,
30-09-2024,29,22.8,33,0,,293,6.6,,1008.1,
01-10-2024,27.9,23.4,34.4,0,,320,6,,1004.7,
02-10-2024,28.9,23.3,35.2,0,,54,5,,1004.5,
03-10-2024,29.3,23.6,35.2,0,,41,4.5,,1003.8,
04-10-2024,29.5,24.4,35.8,0,,91,4.5,,1004.7,
05-10-2024,28.1,22,35.8,2.3,,129,9.2,,1007,
06-10-2024,24.1,19.2,35,17,,294,10.5,,1012,
07-10-2024,26.7,20,31.6,0,,295,4.3,,1013.4,
08-10-2024,25.6,20.6,31.6,1.3,,321,6.2,,1013,
09-10-2024,24.4,19,31.5,0,,292,8.2,,1011.2,
10-10-2024,24.6,18.6,31.8,0,,300,6.6,,1010.4,
11-10-2024,24.9,18,32,0,,314,5.4,,1010.1,
12-10-2024,25.9,19,33.2,0,,310,3.8,,1010.2,
13-10-2024,25.9,18.8,33.2,0,,329,2.9,,1011.2,
14-10-2024,25.2,20,32.8,0,,288,5.7,,1012.1,
15-10-2024,25.1,18.8,33.1,0,,282,6.6,,1010.9,
16-10-2024,25.4,19,33.2,0,,109,5.7,,1009.4,
17-10-2024,25.7,19.2,33.5,0,,91,6.3,,1010.1,
18-10-2024,25.8,19.6,33.4,0,,65,6.5,,1010.2,
19-10-2024,25.6,19.8,32.6,0,,24,3.9,,1010.8,
20-10-2024,25.3,19.8,32.1,0,,46,3.9,,1012.3,
21-10-2024,25.6,21,32.1,0,,348,3.1,,1012.8,
22-10-2024,25.1,20,31.2,0,,357,3.2,,1013.8,
23-10-2024,24.7,20,31.2,0,,313,6.1,,1013.7,
24-10-2024,24.1,18,32,0,,298,10.1,,1012.4,
25-10-2024,23.2,16,32.3,0,,307,6.9,,1010.9,
26-10-2024,24,17,32.6,0,,298,6.1,,1010.3,
27-10-2024,24.2,17.4,32.8,0,,72,5.9,,1009.7,
28-10-2024,24.8,18.6,31.6,0,,83,7.5,,1008.8,
29-10-2024,25.4,19.7,31.5,0,,67,7.7,,1009.3,
30-10-2024,24.4,20,32.6,0,,341,7.3,,1010.7,
31-10-2024,23.4,18,32.6,0,,296,8.3,,1012,
01-11-2024,22.5,16,32,0,,280,5.2,,1011.9,
02-11-2024,22.6,15.4,31.9,0,,40,3.1,,1013.4,
03-11-2024,22.4,16.9,31,0,,1,3.6,,1014.7,
04-11-2024,22.5,15.7,31,0,,297,3.8,,1012.8,
05-11-2024,22.6,17,30.4,0,,72,4.5,,1015.3,
06-11-2024,22.2,16.9,29.4,0,,13,2.3,,1015.3,
07-11-2024,21.9,16.8,29.2,0,,80,4.3,,1014.5,
08-11-2024,21.6,17,28.1,0,,77,5,,1014.3,
09-11-2024,20.6,16.6,27.2,0,,65,5.4,,1014.7,
10-11-2024,21.5,17,27,0,,76,3.6,,1015,
11-11-2024,21.1,17.5,26.9,2.3,,72,7.5,,1014,
12-11-2024,20.8,16.8,26,0,,348,4.9,,1014.2,
13-11-2024,18.7,16.5,26,0,,277,4.3,,1013.3,
14-11-2024,17.8,15.8,24,0,,37,6.6,,1015.8,
15-11-2024,16.4,14.2,22.4,0,,332,4.3,,1015.3,
16-11-2024,15.8,14,20.9,0,,317,3.4,,1013.9,
17-11-2024,17,13.4,23.4,0,,305,4.6,,1014.9,
18-11-2024,17.3,13,25,0,,300,6.3,,1015.8,
19-11-2024,16.8,9,26,0,,306,4.9,,1016.9,
20-11-2024,17.1,10,26,0,,289,5.2,,1015.6,
21-11-2024,17,11,26,0,,79,4.3,,1015.2,
22-11-2024,18.2,11.6,26,0,,96,5.1,,1014.7,
23-11-2024,18.1,12.6,26,0,,73,7.4,,1014.8,
24-11-2024,17.7,14,25.1,0,,16,5.3,,1015.4,
25-11-2024,17.1,11,25.3,0,,302,5.6,,1015.4,
26-11-2024,16.9,10.8,25.6,0,,315,4.4,,1015.3,
27-11-2024,16.9,9.5,25.8,0,,301,3,,1014.9,
28-11-2024,16.2,9.3,25.7,0,,12,2.8,,1016.9,
29-11-2024,16.7,9.7,24.9,0,,353,4.6,,1017.8,
30-11-2024,16.5,11,24.4,0.7,,303,5.9,,1015.9,
01-12-2024,16.9,11,24,0,,306,5.8,,1014,
02-12-2024,17.2,10.3,25.2,0,,334,5,,1014.4,
03-12-2024,17,13,25.2,0,,308,8.4,,1016.7,
04-12-2024,15.6,11,24.4,0,,301,8,,1015.8,
05-12-2024,14.7,8,24,0,,309,5.2,,1014.6,
06-12-2024,14.7,6.9,23.4,0,,308,4.9,,1013.6,
07-12-2024,14.2,7,22.8,0,,61,4.3,,1012.8,
08-12-2024,13.7,8,22.8,6.6,,72,10.2,,1012.7,
09-12-2024,11.4,7,21.2,0.3,,6,5.8,,1016.7,
10-12-2024,10.8,2,19.2,0,,305,6.8,,1018.6,
11-12-2024,12.2,4.4,19.2,0,,306,6.9,,1017.1,
12-12-2024,11.1,5,20,,,,,,,
13-12-2024,11.5,4,21,,,285,10.6,,,
14-12-2024,11.7,3.8,20.4,0,,308,8,,1018.3,
15-12-2024,11.2,3.9,21.4,0,,316,3,,1019.4,
16-12-2024,9.9,2.4,21.4,0,,339,3.6,,1018.5,
17-12-2024,10.3,2.6,19.2,0,,333,4.6,,1017.2,
18-12-2024,11.4,4,20,0,,324,4,,1016.1,
19-12-2024,10.8,4.2,20.2,0,,53,3.7,,1016.1,
20-12-2024,11.5,7,18.8,0,,352,6.9,,1017.3,
21-12-2024,11.1,4.7,19.3,0,,326,4.4,,1016.5,
22-12-2024,11.6,7,19.3,0,,31,4.6,,1015.8,
23-12-2024,12.1,6,19.3,4.9,,40,8,,1017.6,
24-12-2024,11.8,7,19,0,,316,6.8,,1018.5,
25-12-2024,12,5.4,20,0,,319,5.9,,1020.1,
26-12-2024,12.2,6,20.6,0,,299,4.6,,1020.9,
27-12-2024,11.6,6.9,20.8,5.6,,22,6.6,,1020.1,
28-12-2024,12.3,10.2,15,3.6,,310,5.9,,1020,
29-12-2024,10.3,7.5,16.7,0,,300,9.8,,1022,
30-12-2024,9.7,7.3,16.7,0,,266,7.9,,1020.4,
31-12-2024,10.6,9,13,0,,298,5.6,,1021.3,
01-01-2025,8.2,6.8,13,0,,302,5.9,,1019.9,
02-01-2025,9.6,5.8,14.1,0,,310,3.2,,1018.9,
03-01-2025,10.6,7.2,16.4,0,,338,2.3,,1018.5,
04-01-2025,11.1,7.6,17,0,,45,5.5,,1015.7,
05-01-2025,11.8,7.9,17.2,3,,97,7.8,,1015.7,
06-01-2025,10.4,8.8,17.2,0,,278,7.3,,1018.1,
07-01-2025,10.3,6.6,17.1,0,,259,5.3,,1018.3,
08-01-2025,10.1,4,18,0,,318,5.9,,1015.7,
09-01-2025,8.6,4.8,17.8,0,,69,5,,1018.3,
10-01-2025,9.2,5,15.7,0,,89,5.9,,1020.3,
11-01-2025,11.6,9.6,14,1.7,,67,8.6,,1019.2,
12-01-2025,12.5,10,18.1,5.1,,52,10.5,,1021.1,
13-01-2025,11.1,4.7,19,0,,315,7.5,,1020,
14-01-2025,10.8,5,19.1,0,,305,3.6,,1019.1,
15-01-2025,11.1,2.8,19.3,0,,14,3.9,,1020.1,
16-01-2025,9.4,7.2,19.3,0,,101,6.4,,1022,
17-01-2025,10.1,7,17.2,0,,300,7.3,,1021.9,
18-01-2025,11.8,7.4,18.6,0.4,,352,4.3,,1018.4,
19-01-2025,10.7,4.8,18.8,0,,352,5.3,,1018.3,
20-01-2025,13.4,8,22.3,0,,302,8.3,,1016.3,
21-01-2025,12.8,8,22.3,0,,288,7.1,,1015,
22-01-2025,13.4,8,22,0,,287,8.2,,1014.1,
23-01-2025,12.6,6.1,21.8,0,,287,8,,1016.2,
24-01-2025,12.1,5.2,20.6,0,,278,7.8,,1015.7,
25-01-2025,12.2,5,21,0,,287,6.6,,1014.4,
26-01-2025,11.7,4,21.4,0,,280,6.7,,1014.3,
27-01-2025,12.5,5,21,0,,301,5.3,,1013.2,
28-01-2025,12.7,4.1,23,0,,311,5.3,,1012.4,
29-01-2025,15.1,7,23,0,,65,9,,1014.5,
30-01-2025,14.3,8.4,22.1,0,,357,5.9,,1012,
31-01-2025,14.7,8,22.1,0,,59,4.9,,1010.8,
01-02-2025,13.6,10.5,21.8,0.1,,71,6,,1014.4,
02-02-2025,12.8,10,19.6,0,,307,5,,1016.4,
03-02-2025,11.6,5,21,0,,170,5.6,,1014.7,
04-02-2025,12.1,6.5,21,0.3,,12,6.8,,1016,
05-02-2025,12.7,7,20.2,0,,341,4.9,,1016,
06-02-2025,12.4,5.1,20.4,0,,317,8.5,,1018.7,
07-02-2025,12.5,6,21,0,,274,8.9,,1017.1,
08-02-2025,13.7,7,22,0,,301,6.9,,1015.7,
09-02-2025,14.9,7,23.2,0,,327,5.2,,1014.7,
10-02-2025,15.3,8.4,23.4,0,,9,4.6,,1014.1,
11-02-2025,16,10,24,0,,344,7.4,,1014.5,
12-02-2025,14.4,7,23.8,0,,282,10.3,,1015.7,
13-02-2025,14,7.2,23.1,0,,278,9.6,,1015.8,
14-02-2025,14.7,6.6,22.8,0,,294,7.3,,1013.8,
15-02-2025,17.2,12,24,1.2,,270,7.8,,1011.5,
16-02-2025,17.1,9.6,24.2,0,,16,5.2,,1013.4,
17-02-2025,16.9,9,25,0,,338,7.1,,1016.1,
18-02-2025,16.7,7.9,25.5,0,,312,6.5,,1015.3,
19-02-2025,17.3,8.4,25.5,3.2,,280,6.3,,1012.9,
20-02-2025,12.3,9,24.3,6.1,,54,12.1,,1014.6,
21-02-2025,13.2,6.1,20.8,30,,309,7.3,,1018.5,
22-02-2025,15.6,11,22.4,0,,277,7.4,,1016.7,
23-02-2025,16.4,10,24,0,,325,5.3,,1017.6,
24-02-2025,16.9,10.5,25,0,,323,6.1,,1018.7,
25-02-2025,16.8,13.8,24.7,0.5,,36,9,,1019.1,
26-02-2025,20,15.8,26,11.3,,106,11.8,,1017.6,
27-02-2025,17.6,16,25.7,0,,112,13.3,,1014,
28-02-2025,16.7,12,21.2,23.5,,57,9.1,,1011.3,
01-03-2025,15.9,10,22,0,,339,8,,1015.2,
02-03-2025,14.9,8.3,23.2,0,,287,7.2,,1013.2,
03-03-2025,15.6,12,23.2,0.5,,56,11.6,,1011.8,
04-03-2025,14.7,11,21,0.1,,302,12.1,,1015.3,
05-03-2025,14.4,7,22,0,,274,15.5,,1015.2,
06-03-2025,16,8,24,0,,297,6.1,,1012.4,
07-03-2025,17.6,9.8,26,0,,318,8.3,,1011,
08-03-2025,18.5,11,26,0,,295,8.5,,1008.9,
09-03-2025,19.4,12,27,0,,86,6.5,,1012.7,
10-03-2025,20.5,16.3,25.7,0,,62,11.9,,1015.4,
